t,xMeas1,xMeas2
10.500000000000078,6.343055547922533e-22,2.2744572243586652e-219
10.505000000000079,7.1979426804820807e-22,3.9768623497225956e-219
10.51000000000008,8.1662515599453967e-22,6.9491790361178084e-219
10.515000000000081,9.2627884894560077e-22,1.2135480546753949e-218
10.520000000000081,1.0504260535639749e-21,2.1179288730162988e-218
10.525000000000082,1.1909515350995239e-21,3.6940014111781545e-218
10.530000000000083,1.3499810716960018e-21,6.4389405352634924e-218
10.535000000000084,1.5299117422890307e-21,1.1216666828593378e-217
10.540000000000084,1.7334459527510104e-21,1.9527455235595115e-217
10.545000000000085,1.9636296531131967e-21,3.3975063931589006e-217
10.550000000000086,2.2238952524900157e-21,5.90755931023892e-217
10.555000000000087,2.5181097983875751e-21,1.0265720818242137e-216
10.560000000000088,2.8506290541109323e-21,1.782808650492025e-216
10.565000000000088,3.2263581827860891e-21,3.0942422673283254e-216
10.570000000000089,3.650819829964252e-21,5.3670861535122679e-216
10.57500000000009,4.1302304898567266e-21,9.3037463593602762e-216
10.580000000000091,4.6715861440463131e-21,1.6118052711447017e-215
10.585000000000091,5.2827582772427654e-21,2.7906351908839719e-215
10.590000000000092,5.9726015036363121e-21,4.8286943571622036e-215
10.595000000000093,6.751074181142174e-21,8.3501233607689731e-215
10.600000000000094,7.6293735509714581e-21,1.4430884816437271e-214
10.605000000000095,8.6200871183412736e-21,2.4924720157706479e-214
10.610000000000095,9.7373621887807696e-21,4.3023451812705069e-214
10.615000000000096,1.0997095695652574e-20,7.4219531450595336e-214
10.620000000000097,1.241714670068799e-20,1.279586143040117e-213
10.625000000000098,1.4017574223297086e-20,2.2047511468935897e-213
10.630000000000098,1.5820903359228234e-20,3.7965464692325119e-213
10.635000000000099,1.7852422988213719e-20,6.5336718899096823e-213
10.6400000000001,2.0140518747311523e-20,1.1237397531581326e-212
10.645000000000101,2.2717045365905814e-20,1.9315873551282571e-212
10.650000000000102,2.5617742924373033e-20,3.3182072732489844e-212
10.655000000000102,2.8882702116362998e-20,5.6968341787404839e-212
10.660000000000103,3.2556884170135403e-20,9.7747333161747954e-212
10.665000000000104,3.6690701723682217e-20,1.6761693259052369e-211
10.670000000000105,4.1340667658369851e-20,2.8725847636201701e-211
10.675000000000106,4.6570119684196905e-20,4.9200573887103778e-211
10.680000000000106,5.2450029344936019e-20,8.4219022291509773e-211
10.685000000000107,5.9059905082754468e-20,1.4407654698228461e-210
10.690000000000108,6.6488800079711398e-20,2.4633142225468004e-210
10.695000000000109,7.4836436789215229e-20,4.2091085039873709e-210
10.700000000000109,8.4214461396691505e-20,7.1879420754380783e-210
10.70500000000011,9.4747842919270001e-20,1.2267710317880363e-209
10.710000000000111,1.0657643328461066e-19,2.092508868795292e-209
10.715000000000112,1.1985670653600295e-19,3.5671084109927901e-209
10.720000000000113,1.3476369731330135e-19,6.0773027206835353e-209
10.725000000000113,1.5149316097774188e-19,1.0347879067057904e-208
10.730000000000114,1.7026398020598765e-19,1.7609137539964148e-208
10.735000000000115,1.9132084559998256e-19,2.9948249672517501e-208
10.740000000000116,2.1493724087203449e-19,5.0903984101261821e-208
10.745000000000116,2.4141876649951287e-19,8.6472780753663938e-208
10.750000000000117,2.7110683943426051e-19,1.4680969852896806e-207
10.755000000000118,3.0438281053533008e-19,2.4910250205721761e-207
10.760000000000119,3.4167254591077756e-19,4.2242518491894953e-207
10.76500000000012,3.8345152334991505e-19,7.159294617664499e-207
10.77000000000012,4.3025050055113791e-19,1.2126619014190787e-206
10.775000000000121,4.826618179566569e-19,2.0528567553563321e-206
10.780000000000122,5.4134640575414438e-19,3.4731802253689648e-206
10.785000000000123,6.070415720623964e-19,5.8728120236991085e-206
10.790000000000123,6.8056965755618716e-19,9.9246530455826626e-206
10.795000000000124,7.6284765088434125e-19,1.6762367725816344e-205
10.800000000000125,8.5489786928242364e-19,2.8294793983936545e-205
10.805000000000126,9.5785981987380355e-19,4.7734150067714446e-205
10.810000000000127,1.0730033693961903e-18,8.0482911887028762e-205
10.815000000000127,1.2017433636015667e-18,1.3562206069308016e-204
10.820000000000128,1.3456558524837125e-18,2.2840705296335456e-204
10.825000000000129,1.5064960939297705e-18,3.8445147940026539e-204
10.83000000000013,1.6862185265248915e-18,6.4673558576424917e-204
10.835000000000131,1.8869989222313299e-18,1.0873403773612397e-203
10.840000000000131,2.1112589517013983e-18,1.827082459032099e-203
10.845000000000132,2.3616934192714994e-18,3.068350693480981e-203
10.850000000000133,2.641300451445898e-18,5.1499901124774944e-203
10.855000000000134,2.9534149521595212e-18,8.6389843227978873e-203
10.860000000000134,3.3017456705781454e-18,1.4483522706106419e-202
10.865000000000135,3.6904162629470696e-18,2.4268408008337559e-202
10.870000000000136,4.1240107693593441e-18,4.0640989369680807e-202
10.875000000000137,4.6076239696364378e-18,6.8021075176672802e-202
10.880000000000138,5.1469171301863855e-18,1.1378349879421047e-201
10.885000000000138,5.7481797061525103e-18,1.9022692222896795e-201
10.890000000000139,6.4183976208558366e-18,3.1784978209097961e-201
10.89500000000014,7.1653288079764965e-18,5.3079818279186621e-201
10.900000000000141,7.997586771672403e-18,8.8592068501371355e-201
10.905000000000141,8.924732996508487e-18,1.4778096355202199e-200
10.910000000000142,9.9573791233356432e-18,2.4637731306855936e-200
10.915000000000143,1.1107299899846974e-17,4.1052710345836511e-200
10.920000000000144,1.2387558016250022e-17,6.8366317163050376e-200
10.925000000000145,1.3812642048202465e-17,1.1378947551928933e-199
10.930000000000145,1.5398618851821664e-17,1.8928748235059045e-199
10.935000000000146,1.7163301890240902e-17,3.1470374540601791e-199
10.940000000000147,1.912643711898943e-17,5.2292869530521986e-199
10.945000000000148,2.1309908219667332e-17,8.6844818043298578e-199
10.950000000000149,2.3737963149333002e-17,1.4414731095372762e-198
10.955000000000149,2.6437464168208783e-17,2.3912815165861161e-198
10.96000000000015,2.943816372236401e-17,3.9647583368034592e-198
10.965000000000151,3.2773008792728159e-17,6.5699930829334392e-198
10.970000000000152,3.647847657905501e-17,1.0881170254479544e-197
10.975000000000152,4.0594944669413719e-17,1.8011468586984034e-197
10.980000000000153,4.5167099154727547e-17,2.9797909301455706e-197
10.985000000000154,5.0244384486327395e-17,4.9270382673205794e-197
10.990000000000155,5.5881499245174064e-17,8.1423519700175471e-197
10.995000000000156,6.2138942397315705e-17,1.3448626266507996e-196
11.000000000000156,6.9083615054538017e-17,2.2200891582224991e-196
11.005000000000157,7.6789483245579848e-17,3.6629219588947562e-196
11.010000000000158,8.5338307735587436e-17,6.0401815797702894e-196
11.015000000000159,9.4820447513871452e-17,9.954918797036154e-196
11.020000000000159,1.0533574420709251e-16,1.6398010742497002e-195
11.02500000000016,1.1699449537171777e-16,2.6996697943463793e-195
11.030000000000161,1.2991852538138833e-16,4.4421833724071351e-195
11.035000000000162,1.4424236345762066e-16,7.3054839052074298e-195
11.040000000000163,1.6011453930245534e-16,1.2007939264384814e-194
11.045000000000163,1.7769900778625212e-16,1.9726738218987078e-194
11.050000000000164,1.9717671523040562e-16,3.238990694769643e-194
11.055000000000165,2.1874732101158286e-16,5.3153522994621993e-194
11.060000000000166,2.4263108951013869e-16,8.7181163163187973e-194
11.065000000000166,2.6907096884040284e-16,1.4291632086000525e-193
11.070000000000167,2.9833487434515559e-16,2.3415847099814397e-193
11.075000000000168,3.3071819652232939e-16,3.8344855925716004e-193
11.080000000000169,3.6654655489129565e-16,6.2758687170269711e-193
11.08500000000017,4.0617882131259842e-16,1.0266216175354245e-192
11.09000000000017,4.5001043846341473e-16,1.6784835376808681e-192
11.095000000000171,4.9847706155735313e-16,2.7428004020314442e-192
11.100000000000172,5.5205855399880042e-16,4.4796292347194837e-192
11.105000000000173,6.1128337049772206e-16,7.3124177344760945e-192
11.110000000000174,6.7673336426103597e-16,1.1930297749086732e-191
11.115000000000174,7.4904905824354921e-16,1.9454194211796038e-191
11.120000000000175,8.2893542410898748e-16,3.1706419020502278e-191
11.125000000000176,9.1716821654587155e-16,5.1647991027219361e-191
11.130000000000177,1.0146009149321002e-15,8.4087660482424549e-191
11.135000000000177,1.122172329076633e-15,1.368308453916177e-190
11.140000000000178,1.2409149309197236e-15,2.225404496406298e-190
11.145000000000179,1.3719639796805527e-15,3.6174907392465981e-190
11.15000000000018,1.5165675140416667e-15,5.8773251197693878e-190
11.155000000000181,1.6760972915953196e-15,9.5439054493415724e-190
11.160000000000181,1.8520607629931097e-15,1.5489841354581938e-189
11.165000000000182,2.046114176086353e-15,2.5127110157063169e-189
11.170000000000183,2.2600769138736711e-15,4.0739261562914343e-189
11.175000000000184,2.4959471793417922e-15,6.6017503808301974e-189
11.180000000000184,2.7559191503578097e-15,1.0692535104048379e-188
11.185000000000185,3.0424017387133525e-15,1.7309248410644442e-188
11.190000000000186,3.3580390993059939e-15,2.8006057598802229e-188
11.195000000000187,3.7057330483493084e-15,4.5289996373997066e-188
11.200000000000188,4.0886675635151373e-15,7.320309361667297e-188
11.205000000000188,4.5103355541215149e-15,1.1825886982391425e-187
11.210000000000189,4.9745681059863036e-15,1.9094814866154008e-187
11.21500000000019,5.4855664234767896e-15,3.0815904288434286e-187
11.220000000000191,6.0479367107146149e-15,4.9706412020944129e-187
11.225000000000191,6.6667282549680003e-15,8.0136107914864487e-187
11.230000000000192,7.3474749981135403e-15,1.2912867767068378e-186
11.235000000000193,8.0962409068228531e-15,2.0796779428932308e-186
11.240000000000194,8.919669478981247e-15,3.3477166102486233e-186
11.245000000000195,9.8250377529449483e-15,5.3861792560907918e-186
11.250000000000195,1.0820315217771772e-14,8.6614923806057363e-186
11.255000000000196,1.1914228056713448e-14,1.3921459081700348e-185
11.260000000000197,1.3116329193246792e-14,2.2364396284084441e-185
11.265000000000198,1.4437074648973081e-14,3.5909577235784198e-185
11.270000000000199,1.5887906766074987e-14,5.762943834288991e-185
11.275000000000199,1.7481344893951904e-14,9.243996136967059e-185
11.2800000000002,1.9231084190441241e-14,1.4820289548550192e-184
11.285000000000201,2.1152103242980812e-14,2.3748461391704249e-184
11.290000000000202,2.3260781274504531e-14,3.8036137919980839e-184
11.295000000000202,2.5575025763143904e-14,6.0889132308355389e-184
11.300000000000203,2.8114411374311818e-14,9.7423983372491358e-184
11.305000000000204,3.0900331178882209e-14,1.5580270532352578e-183
11.310000000000205,3.3956161212388996e-14,2.4903902594845964e-183
11.315000000000206,3.7307439517923555e-14,3.9787203427581236e-183
11.320000000000206,4.0982060910220101e-14,6.3533575638680017e-183
11.325000000000207,4.5010488800828912e-14,1.0140219273976036e-182
11.330000000000208,4.9425985534875311e-14,1.617617535540438e-182
11.335000000000209,5.4264862809317907e-14,2.57922413015885e-182
11.340000000000209,5.9566753871529555e-14,4.1104308163395468e-182
11.34500000000021,6.5374909336155779e-14,6.547430694435794e-182
11.350000000000211,7.1736518608337485e-14,1.0424136006416295e-181
11.355000000000212,7.8703059063355319e-14,1.6588041145113351e-181
11.360000000000213,8.6330675307459315e-14,2.6383736317396426e-181
11.365000000000213,9.4680591033053557e-14,4.1943429151224195e-181
11.370000000000214,1.0381955618454406e-13,6.6646645418797163e-181
11.375000000000215,1.1382033237013665e-13,1.0584727008853347e-180
11.380000000000216,1.2476221969087832e-13,1.6802283820355313e-180
11.385000000000217,1.3673162841254209e-13,2.6659042073971766e-180
11.390000000000217,1.4982269917992586e-13,4.2277433290971569e-180
11.395000000000218,1.6413797576823204e-13,6.7013270709989113e-180
11.400000000000219,1.7978913468397858e-13,1.0616990427186761e-179
11.40500000000022,1.9689777627004276e-13,1.681243910013153e-179
11.41000000000022,2.1559628233774729e-13,2.6610252088470887e-179
11.415000000000221,2.3602874574528539e-13,4.2097518609153015e-179
11.420000000000222,2.5835197776830157e-13,6.6566163612865189e-179
11.425000000000223,2.8273659956729686e-13,1.0520596333872334e-178
11.430000000000224,3.0936822455006086e-13,1.6619473528139603e-178
11.435000000000224,3.3844873895806417e-13,2.6241249964090671e-178
11.440000000000225,3.7019768857636267e-13,4.141354439380291e-178
11.445000000000226,4.0485378007994025e-13,6.5326770168859854e-178
11.450000000000227,4.4267650618862545e-13,1.0299855903073716e-177
11.455000000000227,4.8394790451103702e-13,1.6231645984830703e-177
11.460000000000228,5.2897446071895419e-13,2.5567349017660685e-177
11.465000000000229,5.7808916751080947e-13,4.0253239368644667e-177
11.47000000000023,6.3165375170066616e-13,6.3344402263120843e-177
11.475000000000231,6.9006108271133886e-13,9.9634143518247421e-177
11.480000000000231,7.5373777676179404e-13,1.5663938021815566e-176
11.485000000000232,8.2314701212449966e-13,2.4614261283518919e-176
11.490000000000233,8.9879157199315278e-13,3.8660370665775452e-176
11.495000000000234,9.8121713275074746e-13,6.0693034011405699e-176
11.500000000000234,1.0710158167681405e-12,9.5236972249062331e-176
11.505000000000235,1.1688300303004296e-12,1.493710653286162e-175
11.510000000000236,1.2753566085892718e-12,2.3416490821874486e-175
11.515000000000237,1.3913512919308992e-12,3.6692039371952095e-175
11.520000000000238,1.5176335582396326e-12,5.7466779746444642e-175
11.525000000000238,1.6550918395332679e-12,8.9961587719707143e-175
11.530000000000239,1.8046891517984677e-12,1.4076441144478792e-174
11.53500000000024,1.9674691698703907e-12,2.2015289437649226e-174
11.540000000000241,2.1445627812910707e-12,3.441533251782245e-174
11.545000000000242,2.3371951556058997e-12,5.3774433753871489e-174
11.550000000000242,2.546693368228083e-12,8.3983949175178635e-174
11.555000000000243,2.7744946208589041e-12,1.311032853054073e-173
11.560000000000244,3.0221551035096192e-12,2.0456341103386837e-173
11.565000000000245,3.291359546442131e-12,3.1903600809056383e-173
11.570000000000245,3.5839315138444396e-12,4.9733505923724223e-173
11.575000000000246,3.9018444947983483e-12,7.7491905227669336e-173
11.580000000000247,4.2472338510969862e-12,1.2068735085036999e-172
11.585000000000248,4.6224096857454592e-12,1.8787352539794935e-172
11.590000000000249,5.0298707005474117e-12,2.9232643592897186e-172
11.595000000000249,5.4723191160626691e-12,4.5464198152077421e-172
11.60000000000025,5.9526767324368757e-12,7.0675709708721055e-172
11.605000000000251,6.4741022151746688e-12,1.0981717792622874e-171
11.610000000000252,7.0400096958765513e-12,1.7055721583927363e-171
11.615000000000252,7.6540887843104637e-12,2.6477068225796499e-171
11.620000000000253,8.3203260949680739e-12,4.1083735774430869e-171
11.625000000000254,9.0430283984903263e-12,6.3719220637615825e-171
11.630000000000255,9.8268475160659502e-12,9.8780617306750583e-171
11.635000000000256,1.0676807083141179e-11,1.5306434130618033e-170
11.640000000000256,1.1598331317561604e-11,2.3707053809140402e-170
11.645000000000257,1.2597275936632365e-11,3.6701403137110649e-170
11.650000000000258,1.3679961377567594e-11,5.6792309668321186e-170
11.655000000000259,1.4853208486442762e-11,8.784123446337507e-170
11.660000000000259,1.6124376852105766e-11,1.3580308040789793e-169
11.66500000000026,1.7501405973587375e-11,2.0985695071069829e-169
11.670000000000261,1.8992859462425479e-11,3.2414542470143509e-169
11.675000000000262,2.0607972495028841e-11,5.004486113682781e-169
11.680000000000263,2.2356702744806662e-11,7.7229351747463198e-169
11.685000000000263,2.4249785039334382e-11,1.1912662882966417e-168
11.690000000000264,2.6298790004371968e-11,1.8367038163160695e-168
11.695000000000265,2.8516186974158663e-11,2.8305672094639124e-168
11.700000000000266,3.0915411466143342e-11,4.3602574463067927e-168
11.705000000000267,3.3510937538239168e-11,6.7135984690573955e-168
11.710000000000267,3.631835536788809e-11,1.033245242692752e-167
11.715000000000268,3.9354454414760332e-11,1.5894853761559951e-167
11.720000000000269,4.2637312552876762e-11,2.4440775391975317e-167
11.72500000000027,4.6186391583413008e-11,3.7564619487062079e-167
11.73000000000027,5.0022639566512004e-11,5.7709701503813869e-167
11.735000000000271,5.4168600439192081e-11,8.8618568563277629e-167
11.740000000000272,5.8648531416988556e-11,1.3602130915408514e-166
11.745000000000273,6.3488528709415046e-11,2.0868716305676419e-166
11.750000000000274,6.8716662113785332e-11,3.2003047226369122e-166
11.755000000000274,7.4363119088516196e-11,4.9056209641663857e-166
11.760000000000275,8.0460358945857494e-11,7.5162973373400837e-166
11.765000000000276,8.7043277845199206e-11,1.1511222999277855e-165
11.770000000000277,9.4149385311822049e-11,1.7621658506768073e-165
11.775000000000277,1.0181899305233268e-10,2.6963740427410329e-165
11.780000000000278,1.1009541688720836e-10,4.12402968818326e-165
11.785000000000279,1.1902519267302898e-10,6.3048093909862288e-165
11.79000000000028,1.2865830714226378e-10,9.6345385053767085e-165
11.795000000000281,1.3904844464708422e-10,1.4716308820616141e-164
11.800000000000281,1.5025325085577813e-10,2.246860622123034e-164
11.805000000000282,1.6233461451613941e-10,3.4289636391761235e-164
11.810000000000283,1.7535896846990931e-10,5.2306947442215802e-164
11.815000000000284,1.8939761117616345e-10,7.9756458853090406e-164
11.820000000000285,2.0452705007970411e-10,1.2155773055975766e-163
11.825000000000285,2.2082936824326573e-10,1.8518669347129534e-163
11.830000000000286,2.3839261574992666e-10,2.8199907650357128e-163
11.835000000000287,2.5731122747480403e-10,4.2923640594048439e-163
11.840000000000288,2.776864689231695e-10,6.5306529983226422e-163
11.845000000000288,2.9962691193585137e-10,9.9318031117624907e-163
11.850000000000289,3.2324894217248992e-10,1.5097716570063111e-162
11.85500000000029,3.4867730039920475e-10,2.2940683163601947e-162
11.860000000000291,3.7604565972985704e-10,3.4842842363868961e-162
11.865000000000292,4.0549724109969248e-10,5.2897262049432465e-162
11.870000000000292,4.3718546938710637e-10,8.0272250125483235e-162
11.875000000000293,4.7127467274396467e-10,1.2176165516180176e-161
11.880000000000294,5.0794082784775492e-10,1.8461574983385211e-161
11.885000000000295,5.4737235395024637e-10,2.79795219331188e-161
11.890000000000295,5.8977095876776595e-10,4.2386289726055926e-161
11.895000000000296,6.3535253943810058e-10,6.4183636836824158e-161
11.900000000000297,6.8434814195891673e-10,9.7148764834239265e-161
11.905000000000298,7.3700498272294839e-10,1.4698212474260413e-160
11.910000000000299,7.9358753597658476e-10,2.2228301033715009e-160
11.915000000000299,8.5437869125144905e-10,3.3601817038792656e-160
11.9200000000003,9.1968098505368238e-10,5.0773164674633913e-160
11.925000000000301,9.8981791134354645e-10,7.6686852908135885e-160
11.930000000000302,1.0651353155992831e-09,1.1577719959810438e-159
11.935000000000302,1.1460028775345702e-09,1.7471928412711918e-159
11.940000000000303,1.2328156878291144e-09,2.6355699666731877e-159
11.945000000000304,1.3259959245376277e-09,3.9739682880001763e-159
11.950000000000305,1.4259946351644348e-09,5.9895006197679591e-159
11.955000000000306,1.5332936307300337e-09,9.023466943506825e-159
11.960000000000306,1.6484074985129068e-09,1.3588548845518958e-158
11.965000000000307,1.7718857405256578e-09,2.0454543359037399e-158
11.970000000000308,1.904315045179985e-09,3.077682300699188e-158
11.975000000000309,2.0463217000110864e-09,4.6288734154836704e-158
11.98000000000031,2.1985741537697858e-09,6.9589636728927631e-158
11.98500000000031,2.3617857366509951e-09,1.0457594798846403e-157
11.990000000000311,2.5367175479111898e-09,1.5708591808620122e-157
11.995000000000312,2.7241815206364292e-09,2.358637125360624e-157
12.000000000000313,2.9250436739573351e-09,3.5400032751408054e-157
12.005000000000313,3.1402275635694857e-09,5.3108628037993625e-157
12.010000000000314,3.3707179420082192e-09,7.9642633482510761e-157
12.015000000000315,3.6175646407471096e-09,1.1938382210493285e-156
12.020000000000316,3.8818866868408145e-09,1.7888128589401071e-156
12.025000000000317,4.1648766675169498e-09,2.6791937732860775e-156
12.030000000000317,4.4678053568396561e-09,4.0110987553864274e-156
12.035000000000318,4.7920266193210657e-09,6.0026472293749443e-156
12.040000000000319,5.1389826061475922e-09,8.9793055083979372e-156
12.04500000000032,5.5102092605174798e-09,1.3426516799221695e-155
12.05000000000032,5.9073421494561059e-09,2.0068036334555211e-155
12.055000000000321,6.3321226403878754e-09,2.99824783133258e-155
12.060000000000322,6.7864044417000956e-09,4.4776643018533671e-155
12.065000000000323,7.2721605275368339e-09,6.6843180802990356e-155
12.070000000000324,7.7914904681114885e-09,9.9743472117323435e-155
12.075000000000324,8.3466281879276737e-09,1.4877634124135351e-154
12.080000000000325,8.9399501754512282e-09,2.2182245379600014e-154
12.085000000000326,9.5739841689838523e-09,3.3059752320509245e-154
12.090000000000327,1.0251418344753477e-08,4.9251148871416657e-154
12.095000000000327,1.0975111034560248e-08,7.3342554998872084e-154
12.100000000000328,1.1748101001702539e-08,1.0917389970424143e-153
12.105000000000329,1.2573618305357152e-08,1.6244447692643575e-153
12.11000000000033,1.3455095785104583e-08,2.416098485175212e-153
12.115000000000331,1.4396181198876601e-08,3.5920972920379664e-153
12.120000000000331,1.5400750049262248e-08,5.3383315340216593e-153
12.125000000000332,1.6472919134842638e-08,7.9302559276019773e-153
12.130000000000333,1.7617060865037801e-08,1.1775877852306387e-152
12.135000000000334,1.883781837884309e-08,1.7479299572621803e-152
12.140000000000335,2.0140121509811981e-08,2.5934603941735717e-152
12.145000000000335,2.1529203641709496e-08,3.8464517723563175e-152
12.150000000000336,2.3010619501419494e-08,5.7025126286654258e-152
12.155000000000337,2.4590263937943397e-08,8.4507981397321312e-152
12.160000000000338,2.6274391738681009e-08,1.2518575803407231e-151
12.165000000000338,2.8069638536639957e-08,1.8536940527755599e-151
12.170000000000339,2.9983042864782554e-08,2.7437677156685437e-151
12.17500000000034,3.2022069416391999e-08,4.0595976524400257e-151
12.180000000000341,3.4194633573127435e-08,6.0040627579598908e-151
12.185000000000342,3.6509127265344271e-08,8.8763464777921182e-151
