x,solution,exactSolution
5.0,0.0,0.0
5.0999999999999996,1.9715375645307614e-16,8.8967275089521234e-87
5.2000000000000002,-1.2828451933361543e-16,7.4299068936211594e-85
5.2999999999999998,2.0803264932190867e-16,5.9023061151750531e-83
5.4000000000000004,-1.4860386446468891e-16,4.4601078864827303e-81
5.5,8.2252848615709322e-17,3.205931762164803e-79
5.5999999999999996,9.5017263817291377e-17,2.1920399264855882e-77
5.7000000000000002,-3.3072797494945036e-16,1.4256992534915954e-75
5.7999999999999998,6.1051393610789382e-16,8.8204889463412428e-74
5.9000000000000004,-8.4480396874856192e-16,5.1909001351636744e-72
6.0,9.4286902261427878e-16,2.9058819242111765e-70
6.0999999999999996,-8.2133383286357039e-16,1.5473855217849944e-68
6.2000000000000002,4.6914373208861277e-16,7.8379839622090727e-67
6.2999999999999998,2.7065410711508144e-17,3.7765521646156955e-65
6.4000000000000004,-4.9223612590749986e-16,1.7308996143387372e-63
6.5,7.3974115032030283e-16,7.5462910329809666e-62
6.5999999999999996,-6.7859048775041587e-16,3.1295399178897231e-60
6.7000000000000002,3.8936244725658719e-16,1.2345614634173758e-58
6.7999999999999998,-9.5236387439051428e-17,4.6326577138247585e-57
6.9000000000000004,1.7487575412463465e-17,1.6536096046369372e-55
7.0,-1.9882992964165925e-16,5.6146286165491504e-54
7.0999999999999996,4.3814130269994894e-16,1.8134031235404331e-52
7.2000000000000002,-4.2543693950260853e-16,5.5712540137137052e-51
7.3000000000000007,1.1001609987327415e-17,1.6281590831410885e-49
7.4000000000000004,5.9399903327779867e-16,4.5261192142286958e-48
7.5,-8.9084797585015741e-16,1.1968519093375097e-46
7.5999999999999996,5.1161795799803589e-16,3.010510325505239e-45
7.7000000000000002,2.6304191519802862e-16,7.2031938270244986e-44
7.8000000000000007,-6.8943474718807096e-16,1.6394393584141459e-42
7.9000000000000004,9.6362517739448386e-16,3.5493668510748925e-41
8.0,-2.2564475328066281e-15,7.3095677652795611e-40
8.0999999999999996,1.6626620450213019e-15,1.4319167863920893e-38
8.1999999999999993,7.6971489548958004e-15,2.6682661082273925e-37
8.3000000000000007,-1.1861520891287263e-14,4.7296148437252398e-36
8.4000000000000004,-2.6728618898047029e-14,7.974577568543704e-35
8.5,5.0195705382007105e-14,1.2790127506978865e-33
8.5999999999999996,1.1564417836050887e-13,1.9513147942376734e-32
8.6999999999999993,-2.1262095742014366e-13,2.8318162941144785e-31
8.8000000000000007,-5.036466159089416e-13,3.9092018113416913e-30
8.9000000000000004,7.9937892577401533e-13,5.1332968821268626e-29
9.0,2.2441651718245907e-12,6.4119473711642751e-28
9.1000000000000014,-2.5588575298125074e-12,7.6184880688781115e-27
9.1999999999999993,-9.8773029014704424e-12,8.6105899982495872e-26
9.3000000000000007,5.743388774460519e-12,9.2572566611077821e-25
9.4000000000000004,4.1267078936012304e-11,9.4671002345202609e-24
9.5,1.701111102464595e-12,9.209518436519507e-23
9.6000000000000014,-1.5527266044058507e-10,8.5220120484596267e-22
9.6999999999999993,-1.1691273306334235e-10,7.5012327664047712e-21
9.8000000000000007,4.8321830072368935e-10,6.2807052987687545e-20
9.9000000000000004,8.3716223369139527e-10,5.0022969147547281e-19
10.0,-9.7996942425689764e-10,3.7897956404194478e-18
10.100000000000001,-3.9543286097061496e-09,2.7311615746209568e-17
10.199999999999999,-6.8998522318173742e-10,1.87225186246163e-16
10.300000000000001,1.3045013228145571e-08,1.2208615742813288e-15
10.4,1.7824968969500874e-08,7.5727540919683948e-15
10.5,-2.2311153953605209e-08,4.4681378118821476e-14
10.600000000000001,-8.9657482974710414e-08,2.507751743275522e-13
10.699999999999999,-4.9270808563460071e-08,1.3388372842078075e-12
10.800000000000001,2.2561452613668904e-07,6.7991767518073111e-12
